主体ID,销售组织,客戶編碼,客户,客名,销售部门,销售业务员,商品名称,销售数量,数量,主计量,合计含税金额,线索客户编码,线索客户名称,ERP订单号,ERP订单状态,要求送货日期,创建时间,商品編碼,小類編碼,小類,客戶屬性,訂單總金額
2521459679219941379,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),1,15,千克,220.2,,,14715606,已登记,2026-04-21 00:00:00,2026-04-21 09:55:46,1300607014,1300607,帶皮腿扒,批發-飛機,220.2
2520893602530328582,香港事业部,NFT00.001991,昭楠貿易有限公司,昭楠,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,20,240,千克,3768,,,14713455,已登记,2026-04-21 00:00:00,2026-04-20 15:37:25,1300609001,1300609,去皮上腿肉,批發-飛機,3768
2520782388647165958,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英全淨膛鴨|14.4KG (1.8KG/只),1,14.4,千克,155.52,,,14714071,已登记,2026-04-21 00:00:00,2026-04-20 12:01:38,1300901006,1300901,整鴨,批發-飛機,155.52
2520773309086302214,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,762.1,,,14714054,已登记,2026-04-21 00:00:00,2026-04-20 11:44:01,1300607015,1300607,帶皮腿扒,凍肉店,762.1
2520773309086302214,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,762.1,,,14714054,已登记,2026-04-21 00:00:00,2026-04-20 11:44:01,1300627002,1300627,翅尖,凍肉店,0
2520758517218934786,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 280-300G|15KG,1,15,千克,191.85,,,14713981,已登记,2026-04-21 00:00:00,2026-04-20 11:15:19,1300603040,1300603,帶骨全腿,批發-飛機,191.85
2520740212068319236,香港事业部,NFT00.000337,新城發食品有限公司,新城發,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,4,100,千克,3260,,,14713118,已登记,2026-04-21 00:00:00,2026-04-20 10:39:47,1300109002,1300109,面精肉,批發-加工,3260
2520734860539068419,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,15,180,千克,2826,,,14713818,已登记,2026-04-20 00:00:00,2026-04-20 10:29:24,1300609001,1300609,去皮上腿肉,批發-加工,2826
2520734542711488520,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14713816,已登记,2026-04-20 00:00:00,2026-04-20 10:28:47,1300111003,1300111,寸骨,批發-飛機,520
2520733030890340359,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,2,50,千克,1630,,,14713106,已登记,2026-04-20 00:00:00,2026-04-20 10:25:53,1300109002,1300109,面精肉,凍肉店,1630
2520731596371263492,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,815,,,14713105,已登记,2026-04-20 00:00:00,2026-04-20 10:23:04,1300109002,1300109,面精肉,凍肉店,815
2520713763667050501,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),10,150,千克,2217,,,14713104,已登记,2026-04-20 00:00:00,2026-04-20 09:48:29,1300607014,1300607,帶皮腿扒,批發-飛機,2217
2519292223981355009,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,華英鴨胸肉|10KG 200-220G/塊),1,10,千克,140,,,14712809,已登记,2026-04-18 00:00:00,2026-04-18 11:50:20,1300903002,1300903,生鴨胸,凍肉店,140
2519240770273148933,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,5,125,千克,4175,,,14712737,已登记,2026-04-18 00:00:00,2026-04-18 10:10:29,1300109002,1300109,面精肉,批發-飛機,4175
2519239387286339592,香港事业部,NFT00.001901,福偉集團有限公司,福偉,分销业务冻品水产部销售部,谭小君,中國金鯧魚(200-300G)|10KG(藍帶),3,30,千克,990,,,14712738,已登记,2026-04-18 00:00:00,2026-04-18 10:07:51,1800108095,1800108,魚.其他,批發-加工,990
2518714215865253892,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英帶骨鴨腿|10KG (200-220G/只),1,10,千克,138,,,14712613,已登记,2026-04-18 00:00:00,2026-04-17 17:08:51,1300902002,1300902,帶骨整腿,批發-飛機,138
2518636399655124993,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,華英煙熏鴨胸肉|10KG (200-220G/塊)日文包裝,1,10,千克,220,,,14711510,已登记,2026-04-18 00:00:00,2026-04-17 14:37:52,1300904022,1300904,煙熏鴨胸,批發-加工,220
2518570652295757833,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14711385,已登记,2026-04-18 00:00:00,2026-04-17 12:30:17,1300627002,1300627,翅尖,凍肉店,97
2518569698813018117,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,1620,,,14712033,已登记,2026-04-20 00:00:00,2026-04-17 12:28:26,1300101043,1300101,一號肉,凍肉店,1620
2518569698813018117,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1620,,,14712033,已登记,2026-04-20 00:00:00,2026-04-17 12:28:26,1300607015,1300607,帶皮腿扒,凍肉店,0
2518568633661128705,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,華英全淨膛鴨|13.6KG (1.7KG/只),1,13.6,千克,981.88,,,14712032,已登记,2026-04-18 00:00:00,2026-04-17 12:26:24,1300901005,1300901,整鴨,凍肉店,981.88
2518568633661128705,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,981.88,,,14712032,已登记,2026-04-18 00:00:00,2026-04-17 12:26:24,1300109002,1300109,面精肉,凍肉店,0
2518567035933294595,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,675,,,14711380,已登记,2026-04-18 00:00:00,2026-04-17 12:23:15,1300607015,1300607,帶皮腿扒,凍肉店,675
2518548189616799745,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,12,144,千克,2275.2,,,14711952,已登记,2026-04-18 00:00:00,2026-04-17 11:46:42,1300609001,1300609,去皮上腿肉,批發-飛機,2275.2
2518520392588460034,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,華英煙熏鴨胸肉|10KG (220-240G/塊)日文包裝,1,10,千克,220,,,14711279,已关闭,2026-04-17 00:00:00,2026-04-17 10:52:47,1300904023,1300904,煙熏鴨胸,批發-加工,220
2518481420055216128,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,2,24,千克,379.2,,,14711196,已登记,2026-04-17 00:00:00,2026-04-17 09:37:10,1300609001,1300609,去皮上腿肉,批發-飛機,379.2
2518468157196206084,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,835,,,14711192,已登记,2026-04-17 00:00:00,2026-04-17 09:11:25,1300109002,1300109,面精肉,批發-飛機,835
2517902484233519104,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4175,,,14710431,已登记,2026-04-18 00:00:00,2026-04-16 14:53:51,1300109002,1300109,面精肉,批發-加工,4175
2517786288180953096,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,2140,,,14710232,已登记,2026-04-17 00:00:00,2026-04-16 11:08:26,1300101043,1300101,一號肉,凍肉店,2140
2517786288180953096,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2140,,,14710232,已登记,2026-04-17 00:00:00,2026-04-16 11:08:26,1300111003,1300111,寸骨,凍肉店,0
2517786288180953096,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2140,,,14710232,已登记,2026-04-17 00:00:00,2026-04-16 11:08:26,1300607015,1300607,帶皮腿扒,凍肉店,0
2517159678222270471,香港事业部,NFT00.001511,福永行貿易有限公司,福永行,分销业务冻品水产部销售部,岑美玉,金鷹面精肉|25KG,5,125,千克,4075,,,14709803,已登记,2026-04-16 00:00:00,2026-04-15 14:52:38,1300109002,1300109,面精肉,批發-加工,4075
2517096722591645701,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,5,60,千克,942,,,14709704,已登记,2026-04-16 00:00:00,2026-04-15 12:50:29,1300609001,1300609,去皮上腿肉,批發-加工,942
2517082978703638529,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4075,,,14709684,已登记,2026-04-16 00:00:00,2026-04-15 12:23:51,1300109002,1300109,面精肉,批發-加工,4075
2517063831739432962,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,2000.1,,,14709667,已登记,2026-04-16 00:00:00,2026-04-15 11:46:41,1300109002,1300109,面精肉,凍肉店,2000.1
2517063831739432962,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2000.1,,,14709667,已登记,2026-04-16 00:00:00,2026-04-15 11:46:41,1300607015,1300607,帶皮腿扒,凍肉店,0
2517063831739432962,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2000.1,,,14709667,已登记,2026-04-16 00:00:00,2026-04-15 11:46:41,1300111003,1300111,寸骨,凍肉店,0
2517037795647684617,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,1,25,千克,815,,,14709390,已登记,2026-04-15 00:00:00,2026-04-15 10:56:10,1300109002,1300109,面精肉,凍肉店,815
2517000120194564099,香港事业部,NFT00.001901,福偉集團有限公司,福偉,分销业务冻品水产部销售部,谭小君,遼寧欣城帶骨雞全腿 280-300G|15KG,6,90,千克,1479.1,,,14709362,已登记,2026-04-15 00:00:00,2026-04-15 09:43:06,1300603040,1300603,帶骨全腿,批發-加工,1479.1
2517000120194564099,香港事业部,NFT00.001901,福偉集團有限公司,福偉,分销业务冻品水产部销售部,谭小君,中國金鯧魚(200-300G)|10KG(藍帶),1,10,千克,1479.1,,,14709362,已登记,2026-04-15 00:00:00,2026-04-15 09:43:06,1800108095,1800108,魚.其他,批發-加工,0
2516377753656229893,香港事业部,NFT00.001991,昭楠貿易有限公司,昭楠,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,20,240,千克,3768,,,14708957,已登记,2026-04-15 00:00:00,2026-04-14 13:35:31,1300609001,1300609,去皮上腿肉,批發-飛機,3768
2516316327041302532,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2140,,,14707986,已登记,2026-04-15 00:00:00,2026-04-14 11:36:19,1300607015,1300607,帶皮腿扒,凍肉店,2140
2516316327041302532,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,2140,,,14707986,已登记,2026-04-15 00:00:00,2026-04-14 11:36:19,1300101043,1300101,一號肉,凍肉店,0
2516316327041302532,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2140,,,14707986,已登记,2026-04-15 00:00:00,2026-04-14 11:36:19,1300111003,1300111,寸骨,凍肉店,0
2516309523805765640,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,15,180,千克,2826,,,14708853,已登记,2026-04-15 00:00:00,2026-04-14 11:23:08,1300609001,1300609,去皮上腿肉,批發-加工,2826
2516308458653876229,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,1,25,千克,815,,,14707971,已登记,2026-04-14 00:00:00,2026-04-14 11:21:04,1300109002,1300109,面精肉,凍肉店,815
2515705153192984581,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14707482,已登记,2026-04-14 00:00:00,2026-04-13 15:50:30,1300111003,1300111,寸骨,批發-飛機,520
2515571502400667650,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1510,,,14707293,已登记,2026-04-14 00:00:00,2026-04-13 11:31:12,1300607015,1300607,帶皮腿扒,凍肉店,1510
2515571502400667650,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,1510,,,14707293,已登记,2026-04-14 00:00:00,2026-04-13 11:31:12,1300109002,1300109,面精肉,凍肉店,0
2515525297142497280,香港事业部,NFT00.001901,福偉集團有限公司,福偉,分销业务冻品水产部销售部,谭小君,中國金鯧魚(200-300G)|10KG(藍帶),1,10,千克,330,,,14706999,已登记,2026-04-13 00:00:00,2026-04-13 10:01:32,1800108095,1800108,魚.其他,批發-加工,330
2515509148047638534,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,8,96,千克,1516.8,,,14706972,已登记,2026-04-13 00:00:00,2026-04-13 09:30:12,1300609001,1300609,去皮上腿肉,批發-飛機,1516.8
2515493522956615681,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英全淨膛鴨|14.4KG (1.8KG/只),1,14.4,千克,155.52,,,14706953,已登记,2026-04-13 00:00:00,2026-04-13 08:59:56,1300901006,1300901,整鴨,批發-飛機,155.52
2514100905580691463,香港事业部,NFT00.001991,昭楠貿易有限公司,昭楠,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,1,12,千克,189.6,,,14705988,已登记,2026-04-13 00:00:00,2026-04-11 11:57:51,1300609001,1300609,去皮上腿肉,批發-飛機,189.6
2514084327006928900,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,8,96,千克,1516.8,,,14705982,已登记,2026-04-13 00:00:00,2026-04-11 11:25:44,1300609001,1300609,去皮上腿肉,批發-飛機,1516.8
2514072077778026505,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,3,75,千克,2445,,,14705983,已登记,2026-04-13 00:00:00,2026-04-11 11:02:00,1300109002,1300109,面精肉,批發-飛機,2445
2513573139999358977,香港事业部,NFT00.000127,龍華食品有限公司,龍華,分销业务冻品水产部销售部,莫艺生,金鷹面精肉|25KG,2,50,千克,1630,,,14705984,已登记,2026-04-13 00:00:00,2026-04-10 18:53:50,1300109002,1300109,面精肉,批發-加工,1630
2513513397004271621,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,優質梅肉|25KG,1,25,千克,670,,,14705985,已登记,2026-04-11 00:00:00,2026-04-10 16:57:55,1300101007,1300101,一號肉,批發-飛機,670
2513473969204494339,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4075,,,14705810,已登记,2026-04-13 00:00:00,2026-04-10 15:41:25,1300109002,1300109,面精肉,批發-加工,4075
2513381240860573697,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4075,,,14705285,已登记,2026-04-13 00:00:00,2026-04-10 12:41:30,1300109002,1300109,面精肉,批發-加工,4075
2513374901506670599,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,高峰法式羊排 8 支骨|20KG,1,20,千克,1860,,,14705600,已登记,2026-04-11 00:00:00,2026-04-10 12:29:13,1300501020,1300501,羊排,批發-飛機,1860
2513347774493229063,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,2053.5,,,14705208,已登记,2026-04-13 00:00:00,2026-04-10 11:36:35,1300607015,1300607,帶皮腿扒,凍肉店,2053.5
2513347774493229063,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,2053.5,,,14705208,已登记,2026-04-13 00:00:00,2026-04-10 11:36:35,1300101043,1300101,一號肉,凍肉店,0
2513346760863121411,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1923.5,,,14705574,已登记,2026-04-11 00:00:00,2026-04-10 11:34:37,1300607015,1300607,帶皮腿扒,凍肉店,1923.5
2513346760863121411,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,1923.5,,,14705574,已登记,2026-04-11 00:00:00,2026-04-10 11:34:37,1300109002,1300109,面精肉,凍肉店,0
2513323233032273929,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,高峰法式羊排 8 支骨|20KG,10,200,千克,18600,,,14704447,已登记,2026-04-11 00:00:00,2026-04-10 10:48:57,1300501020,1300501,羊排,批發-加工,18600
2513317950222499840,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,高峰法式羊排 8 支骨|20KG,10,200,千克,18600,,,14705038,已关闭,2026-04-11 00:00:00,2026-04-10 10:38:43,1300501020,1300501,羊排,批發-加工,18600
2513313182826627081,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,華英煙熏鴨胸肉|10KG (240-260G/塊)日文包裝,2,20,千克,430,,,14704412,已登记,2026-04-10 00:00:00,2026-04-10 10:29:29,1300904024,1300904,煙熏鴨胸,批發-加工,430
2513312057545195525,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1108.5,,,14705034,已登记,2026-04-10 00:00:00,2026-04-10 10:27:17,1300607015,1300607,帶皮腿扒,批發-加工,1108.5
2513303733898575880,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1538.5,,,14705000,已关闭,2026-04-10 00:00:00,2026-04-10 10:11:08,1300607015,1300607,帶皮腿扒,批發-加工,1538.5
2513303733898575880,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,華英煙熏鴨胸肉|10KG (240-260G/塊)日文包裝,2,20,千克,1538.5,,,14705000,已关闭,2026-04-10 00:00:00,2026-04-10 10:11:08,1300904024,1300904,煙熏鴨胸,批發-加工,0
2513300194827698183,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,815,,,14704377,已登记,2026-04-10 00:00:00,2026-04-10 10:04:16,1300109002,1300109,面精肉,凍肉店,815
2513286107352793091,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,4,100,千克,3260,,,14704368,已登记,2026-04-11 00:00:00,2026-04-10 09:36:56,1300109002,1300109,面精肉,凍肉店,3260
2513276366349139972,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,優質梅肉|25KG,1,25,千克,670,,,14704916,已登记,2026-04-10 00:00:00,2026-04-10 09:18:01,1300101007,1300101,一號肉,批發-飛機,670
2513267510144401408,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英全淨膛鴨|14.4KG (1.8KG/只),1,14.4,千克,155.52,,,14704841,已登记,2026-04-10 00:00:00,2026-04-10 09:00:52,1300901006,1300901,整鴨,批發-飛機,155.52
2512586225234214921,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,2590,,,14703878,已登记,2026-04-10 00:00:00,2026-04-09 10:58:59,1300607015,1300607,帶皮腿扒,凍肉店,2590
2512586225234214921,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,2590,,,14703878,已登记,2026-04-10 00:00:00,2026-04-09 10:58:59,1300101043,1300101,一號肉,凍肉店,0
2512586225234214921,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2590,,,14703878,已登记,2026-04-10 00:00:00,2026-04-09 10:58:59,1300111003,1300111,寸骨,凍肉店,0
2511951841404125191,香港事业部,15MYKD.SWT01,新華凍肉超級市場(葵芳),新華,分销业务冻品水产部销售部,李华兴,聯友江西米線|2kg*12,1,1,箱,220,,,14702257,已登记,2026-04-09 00:00:00,2026-04-08 14:28:07,#N/A,#N/A,#N/A,批發-加工,220
2511948912212312071,香港事业部,15MYKD.SWT01,新華凍肉超級市場(葵芳),新華,分销业务冻品水产部销售部,李华兴,挪威煙燻三文魚500g裝|7.5KG (500g*15包/箱),1,15,包,885,,,14702981,已登记,2026-04-09 00:00:00,2026-04-08 14:22:26,1310701011,1310701,凍海產品.魚類,批發-加工,885
2511900585240297475,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,6,150,千克,5010,,,14702985,已登记,2026-04-09 00:00:00,2026-04-08 12:48:39,1300109002,1300109,面精肉,批發-飛機,5010
2511848367027912713,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1195,,,14702730,已登记,2026-04-09 00:00:00,2026-04-08 11:07:20,1300607015,1300607,帶皮腿扒,凍肉店,1195
2511848367027912713,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,1195,,,14702730,已登记,2026-04-09 00:00:00,2026-04-08 11:07:20,1300111003,1300111,寸骨,凍肉店,0
2511819736775917577,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,520,,,14702622,已登记,2026-04-08 00:00:00,2026-04-08 10:11:48,1300111003,1300111,寸骨,批發-飛機,520
2511795066507886592,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,10,120,千克,1896,,,14701854,已登记,2026-04-08 00:00:00,2026-04-08 09:23:56,1300609001,1300609,去皮上腿肉,批發-飛機,1896
2507530928469835777,香港事业部,NFT00.001511,福永行貿易有限公司,福永行,分销业务冻品水产部销售部,岑美玉,金鷹面精肉|25KG,5,125,千克,4075,,,14701074,已登记,2026-04-04 00:00:00,2026-04-02 15:30:24,1300109002,1300109,面精肉,批發-加工,4075
2507460817423695881,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,金鷹面精肉|25KG,1,25,千克,815,,,14700001,已登记,2026-04-08 00:00:00,2026-04-02 13:14:23,1300109002,1300109,面精肉,批發-飛機,815
2507452974811840520,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,10,250,千克,8350,,,14700965,已登记,2026-04-08 00:00:00,2026-04-02 12:59:09,1300109002,1300109,面精肉,批發-加工,8350
2507452270437203972,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,5,125,千克,4075,,,14700966,已登记,2026-04-04 00:00:00,2026-04-02 12:57:47,1300109002,1300109,面精肉,批發-加工,4075
2507451377085579264,香港事业部,NFT00.000881,明興食品有限公司(元朗),明興,分销业务冻品水产部销售部,许至邦,金鷹面精肉|25KG,10,250,千克,8150,,,14699999,已登记,2026-04-03 00:00:00,2026-04-02 12:56:04,1300109002,1300109,面精肉,批發-加工,8150
2507431122019811330,香港事业部,NFT00.000140,聯合林記食品有限公司,聯合林記,分销业务冻品水产部销售部,莫艺生,河南去皮上腿肉|12KG,4,48,千克,753.6,,,14699780,已登记,2026-04-03 00:00:00,2026-04-02 12:16:47,1300609001,1300609,去皮上腿肉,批發-加工,753.6
2507423279407955968,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,中國金鯧魚(200-300G)|10KG(藍帶),3,30,千克,984,,,14699760,已登记,2026-04-03 00:00:00,2026-04-02 12:01:32,1800108095,1800108,魚.其他,批發-飛機,984
2507413452524355589,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2885.1,,,14699746,已登记,2026-04-08 00:00:00,2026-04-02 11:42:28,1300607015,1300607,帶皮腿扒,凍肉店,2885.1
2507413452524355589,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,至尊梅肉|25KG,1,25,千克,2885.1,,,14699746,已登记,2026-04-08 00:00:00,2026-04-02 11:42:28,1300101043,1300101,一號肉,凍肉店,0
2507413452524355589,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,2885.1,,,14699746,已登记,2026-04-08 00:00:00,2026-04-02 11:42:28,1300109002,1300109,面精肉,凍肉店,0
2507413452524355589,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,2885.1,,,14699746,已登记,2026-04-08 00:00:00,2026-04-02 11:42:28,1300111003,1300111,寸骨,凍肉店,0
2507411760307240969,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,2070.1,,,14699738,已登记,2026-04-04 00:00:00,2026-04-02 11:39:11,1300607015,1300607,帶皮腿扒,凍肉店,2070.1
